	logFC	logCPM	LR	PValue	FDR	gene
APOL1	0.462368145646642	4.73027678584214	1.58123690418199	0.208582617373782	0.630343579141435	APOL1
AP001528.2	0.470079649341094	2.83791388229612	1.58071352664244	0.20865794568211	0.630413468259648	AP001528.2
CCDC124	-0.364959560518646	2.89833173863774	1.58061284565891	0.208672440113951	0.630413468259648	CCDC124
FBXW5	-0.36438828609574	6.95988066849555	1.58041560961598	0.208700838446376	0.630413468259648	FBXW5
NPM1P37	-0.623784560310779	0.583939823517622	1.57967054940757	0.208808154571895	0.630603437238288	NPM1P37
PAICSP1	0.602522865524515	0.634475570521103	1.57953876007434	0.208827143888343	0.630603437238288	PAICSP1
CKAP4	0.362584000732377	5.6822463884486	1.57929364484156	0.208862467589596	0.630614354853785	CKAP4
MAP1LC3B	0.317691872360972	4.79964901427687	1.57857662625468	0.208965838165257	0.63083069056324	MAP1LC3B
PALLD	0.364481726750321	7.07064269490094	1.57794044544558	0.209057605279807	0.631011937138382	PALLD
RBBP8NL	0.431664384063982	3.17862141367404	1.57662855031572	0.209246992739306	0.63136793518655	RBBP8NL
SNAPIN	-0.290501144443618	3.99246469181179	1.57661578820907	0.209248836096367	0.63136793518655	SNAPIN
KRT8P3	0.603662768713881	0.511214101952256	1.57646381995236	0.209270787849444	0.63136793518655	KRT8P3
BAD	-0.317436238818745	3.83515408536313	1.57590539593173	0.209351475390765	0.631488548625808	BAD
TBC1D23	-0.258776229428626	6.40037692186175	1.57543495701092	0.20941947841473	0.631488548625808	TBC1D23
RNASEH2A	-0.379953271613144	2.61236557794879	1.57541692724077	0.20942208517962	0.631488548625808	RNASEH2A
PRDM1	0.584046026883703	4.82747243047913	1.5752210664852	0.209450405428333	0.631488548625808	PRDM1
RBM19	-0.294889037865617	5.28888078876251	1.57495370314859	0.209489071825979	0.631488548625808	RBM19
SLC15A3	0.456088299956565	3.77232709014867	1.57486930488681	0.209501279356048	0.631488548625808	SLC15A3
INTS9	-0.266455649616336	3.63802967198281	1.5744794900978	0.20955767386193	0.631491781362198	INTS9
NUPR2	0.579549728008838	1.30744036147492	1.57442293869191	0.209565856646747	0.631491781362198	NUPR2
SEMA5A-AS1	0.708155447375782	0.415649828374855	1.57397096526273	0.20963126917189	0.631593195165968	SEMA5A-AS1
SYP	0.489304276591015	1.27519858188884	1.57368917005451	0.209672064637569	0.631595175371728	SYP
MRPL24	-0.296321828924161	4.7508019062484	1.5735277224915	0.209695441622059	0.631595175371728	MRPL24
AL049758.1	0.671750194418198	0.186238173004829	1.57305441225108	0.209763992909771	0.631705979859104	AL049758.1
FAM86DP	0.479897812994553	2.08757921310588	1.5723903451885	0.20986021696466	0.631900074942189	FAM86DP
GLRX2	-0.389723749638345	2.72303501206029	1.57172960861719	0.209956010317886	0.632092814593115	GLRX2
B3GAT1	-0.704209951394177	1.48393916721468	1.57132095089622	0.210015283291126	0.632131190986761	B3GAT1
IL2RB	0.593289682364384	2.28947493735174	1.57117240363302	0.21003683395504	0.632131190986761	IL2RB
NVL	-0.24312977944588	4.57729792516499	1.57098441012324	0.210064111083644	0.632131190986761	NVL
MORC2	0.299673522781779	4.55951020442279	1.57061473528804	0.210117761707379	0.632148946875882	MORC2
ANKRD6	0.285570789626606	4.59805489700276	1.5702992040654	0.210163567350915	0.632148946875882	ANKRD6
PKP3	0.630085422587724	4.82015710018723	1.57018968090827	0.210179469584906	0.632148946875882	PKP3
TFCP2	0.307870456724826	4.60946318147807	1.56983432042018	0.210231076030184	0.632148946875882	TFCP2
AC105101.1	0.902691176450912	0.331180729712881	1.56968997541419	0.210252042503384	0.632148946875882	AC105101.1
DES	1.40617838549948	3.80440984770763	1.56953391321442	0.210274713715479	0.632148946875882	DES
CLDN8	0.699821140590505	6.04139893321351	1.56941142479742	0.210292509680754	0.632148946875882	CLDN8
DYRK4	-0.313721157150406	3.5286334650421	1.56872438975143	0.210392359970096	0.632352865035859	DYRK4
AC008906.1	0.447669998705489	1.41213880465956	1.56842524742704	0.210435853396002	0.632352865035859	AC008906.1
WDYHV1	-0.336491981030521	2.67648223360748	1.56814623306616	0.210476429944799	0.632352865035859	WDYHV1
TRIM37	0.266210288559359	4.92979171335953	1.56806992785691	0.210487528486393	0.632352865035859	TRIM37
TECPR1	-0.481203940715477	7.12182035671987	1.56767895891019	0.210544405538929	0.632428203799762	TECPR1
PDHB	-0.277309012193651	5.60945484127941	1.5669912132875	0.210644501024509	0.632633318691548	PDHB
ZNF142	0.337858278812256	3.94012939705941	1.56650272843654	0.210715630065869	0.632724066632038	ZNF142
AC027644.2	0.603568754743755	0.489335781389223	1.56634676868229	0.210738345603913	0.632724066632038	AC027644.2
SLC12A8	-0.449519263200583	4.86160259255381	1.56555110221927	0.210854279609226	0.632976590621627	SLC12A8
ZNF71	-0.305893798383539	3.36673106685187	1.56519119157655	0.210906745864635	0.632984859894454	ZNF71
STX16-NPEPL1	0.415190539210531	1.72106184016585	1.56509556033722	0.210920689185466	0.632984859894454	STX16-NPEPL1
BDH1	-0.321355972702503	4.49104845599352	1.56469378881921	0.210979280615381	0.633065167905659	BDH1
MAGI1-AS1	-0.578185724157176	1.49016396853711	1.5640690517045	0.211070426055348	0.633243118628564	MAGI1-AS1
AGAP1	0.310193805773381	5.24949885818342	1.56360570051783	0.21113805639725	0.63330706813655	AGAP1
SLC22A8	0.966025218077793	0.402449684438086	1.56348670626629	0.211155428842189	0.63330706813655	SLC22A8
PHC3	-0.252537847902947	7.27676494271278	1.56243990999703	0.211308327857301	0.633670088122136	PHC3
ERG28	-0.294624673161969	3.69046502673641	1.56213213240896	0.211353307985278	0.633679774224331	ERG28
AC011043.1	-0.985361230394594	0.53754444331789	1.56198179819157	0.211375282693293	0.633679774224331	AC011043.1
AC020917.4	-0.55630292030639	0.936089754705872	1.56108866865507	0.211505889427174	0.63397575417146	AC020917.4
TDRD10	0.46563721254928	1.21400285771736	1.56055176323317	0.211584449814472	0.634039388884603	TDRD10
PEX7	-0.311661690867144	3.82222878607138	1.55953053874588	0.211733971658138	0.634039388884603	PEX7
TDRD6	-0.462902730595562	2.74044879298411	1.55941975602974	0.211750199363739	0.634039388884603	TDRD6
SLC7A8	-0.50200251827057	3.23086507159323	1.55926568004011	0.211772771219945	0.634039388884603	SLC7A8
RFC5	-0.311212070919785	3.34190006424472	1.55926049251585	0.211773531232611	0.634039388884603	RFC5
TANC2	0.468883132446948	5.43666817710836	1.55908048313152	0.211799906012284	0.634039388884603	TANC2
IQGAP2	0.225721133326794	7.66323433162441	1.55900991228587	0.211810247039268	0.634039388884603	IQGAP2
RNF220	-0.262244422377463	5.22776319659662	1.55864506450415	0.21186371919118	0.634039388884603	RNF220
CIB2	0.485119763031038	1.57651045443046	1.55838517434151	0.21190181850375	0.634039388884603	CIB2
SGTB	0.287484697141654	3.78735244863493	1.55837691896344	0.211903028856775	0.634039388884603	SGTB
IFI27L2	0.393963760064837	2.53147146479225	1.55834995184837	0.211906982667353	0.634039388884603	IFI27L2
ELF3-AS1	0.613605218773288	0.6642830901299	1.55783369387584	0.211982691225795	0.634039388884603	ELF3-AS1
KANK1	0.266492664310427	6.96194511415885	1.55779120242281	0.211988923971216	0.634039388884603	KANK1
FAM102A	0.373822155264915	4.98500716278925	1.55697373394118	0.212108874494423	0.634039388884603	FAM102A
AC099804.1	-0.577438416411941	0.768891529526287	1.5569555825418	0.212111538837959	0.634039388884603	AC099804.1
COA1	-0.219957958817386	5.63710351445622	1.55679719302654	0.212134789644242	0.634039388884603	COA1
GPR34	0.528511195773869	4.39380717150221	1.55660291786641	0.212163312417502	0.634039388884603	GPR34
CCDC117	-0.315048474352933	5.95333706829622	1.55653806671707	0.212172834640742	0.634039388884603	CCDC117
PBX3	-0.480010764744215	4.92942652252538	1.5564781150972	0.21218163790744	0.634039388884603	PBX3
SLC34A2	1.32940676436404	5.63759353709711	1.55638149741687	0.212195826112763	0.634039388884603	SLC34A2
MRGBP	-0.290231830762269	3.64305276908492	1.55637616207627	0.21219660963475	0.634039388884603	MRGBP
RBBP9	0.322994016851325	5.11037539189306	1.55594408845982	0.212260073248436	0.634133744444177	RBBP9
TXNRD1	0.226020110595069	6.12663091718125	1.5548831165236	0.212416005970992	0.63437984161333	TXNRD1
AL359710.1	-0.770648760206864	0.0012389246302507	1.55461075439614	0.212456057391393	0.63437984161333	AL359710.1
CR1	-0.734203895775199	3.12836127543482	1.5545971800982	0.212458053754775	0.63437984161333	CR1
IGF1R	0.343945842859268	6.59133289604567	1.55437100105718	0.212491321039317	0.63437984161333	IGF1R
TEFM	-0.319349662971694	2.98267582593566	1.55429883988479	0.212501936083468	0.63437984161333	TEFM
IGSF22	0.586893294764014	0.382002907242346	1.55401338403579	0.212543933345815	0.634409987450332	IGSF22
ANKIB1	-0.199980502845439	6.65901755747351	1.55292681742071	0.212703882978131	0.634716108287858	ANKIB1
AC092611.2	0.652998721536862	0.356728795801791	1.552883103877	0.212710320883878	0.634716108287858	AC092611.2
CRB1	0.789053260231339	0.45740262205882	1.55172700296244	0.212880669471374	0.63482819066574	CRB1
RPRM	0.636351184171177	1.84312773485813	1.55168842013227	0.212886357347633	0.63482819066574	RPRM
ENOX2	-0.267547254547855	3.88591309079336	1.55152888169642	0.21290987840073	0.63482819066574	ENOX2
AC132872.1	-0.490470669369276	1.05739946486887	1.55148426433591	0.212916456974648	0.63482819066574	AC132872.1
LRRC8C	0.350885903838023	4.42867301416972	1.55111040337647	0.212971590114351	0.63482819066574	LRRC8C
DIP2B	-0.265076258408016	6.32633946408733	1.55073622727829	0.213026786701877	0.63482819066574	DIP2B
NDUFA3	-0.345127374720977	3.85297765159704	1.55064541239697	0.213040185820891	0.63482819066574	NDUFA3
RPS23P8	-0.406552792163593	3.09268573703091	1.55057432589928	0.213050674849187	0.63482819066574	RPS23P8
IL20RB	0.533692337675334	0.546166638266935	1.55052539246435	0.213057895482265	0.63482819066574	IL20RB
RNASE6	0.480304536067675	3.33899481838559	1.55039213281204	0.213077560791928	0.63482819066574	RNASE6
MAGT1	0.280554165530521	7.29811038790691	1.55024683890607	0.213099004469252	0.63482819066574	MAGT1
ZCCHC14	0.291264892457486	4.96138596287292	1.54992870062548	0.213145966900223	0.63487299531401	ZCCHC14
AP001324.1	-0.597917050332308	1.74248250339481	1.54812282697193	0.213412776522939	0.635439077208961	AP001324.1
KLK15	0.587179727575494	0.936242907382551	1.54802010425626	0.213427965258039	0.635439077208961	KLK15
U2AF1L5	-0.848848272390706	0.0445015309758852	1.54799369578852	0.213431870261256	0.635439077208961	U2AF1L5
RPL23A	-0.31518504486307	2.98963475681553	1.54673837395526	0.213617591844972	0.635863951715811	RPL23A
NUP35	-0.301015658092134	4.03109421665791	1.54659698505222	0.213638521991404	0.635863951715811	NUP35
USP4	0.265690870542311	5.07018144127075	1.54584596852923	0.213749737662962	0.636099772952414	USP4
RHBDD2	0.366797444015103	4.42928872026634	1.54414272652547	0.214002220443223	0.636528159682217	RHBDD2
TCEAL7	0.58057984425491	1.82376327801802	1.54399256742985	0.214024496510412	0.636528159682217	TCEAL7
CPEB4	-0.248548077063328	7.2601077218633	1.54387585820298	0.21404181220065	0.636528159682217	CPEB4
MATN4	0.785762618256037	0.902100974861748	1.54373129400546	0.214063262932184	0.636528159682217	MATN4
ZC3H12D	-0.73364748703731	2.70704203083292	1.54341156934792	0.214110713406138	0.636528159682217	ZC3H12D
ITGA9-AS1	0.437554718550999	2.98878447466676	1.54339126083756	0.214113727823127	0.636528159682217	ITGA9-AS1
BSDC1	-0.206470381855246	6.9659549679292	1.54312317478728	0.214153524891196	0.636528159682217	BSDC1
PLEK2	0.491159138473838	2.12477481870874	1.54286532869616	0.214191810144096	0.636528159682217	PLEK2
GOLGA8B	0.328634737924132	5.23696942273999	1.54250297451029	0.214245626617422	0.636528159682217	GOLGA8B
TMEM116	0.292612227509052	4.74710094213603	1.5420594662435	0.214311517889394	0.636528159682217	TMEM116
RPS4XP6	0.613419334870442	0.236131611429579	1.54203110362144	0.214315732495585	0.636528159682217	RPS4XP6
ZNF746	0.262283299481128	4.16498187725657	1.54191123407049	0.21433354586329	0.636528159682217	ZNF746
AC012640.2	-0.621127937020639	0.27700927319465	1.54155829611366	0.214386004880703	0.636528159682217	AC012640.2
SNAPC5	-0.288577752255699	3.98460484720841	1.54134160546778	0.214418220309227	0.636528159682217	SNAPC5
POLR2G	-0.28093078040676	4.52466716815229	1.5412021113834	0.214438961959185	0.636528159682217	POLR2G
PCGF3	-0.209985827508901	6.29573505149524	1.54101688009218	0.214466508051417	0.636528159682217	PCGF3
GATB	-0.271132358943801	3.78368463580145	1.5409983741926	0.214469260329541	0.636528159682217	GATB
AC093525.8	0.550641710898275	1.328229640096	1.54067269596725	0.214517703489258	0.636528159682217	AC093525.8
NKILA	0.600811179260858	0.677905332148371	1.54066304263682	0.214519139576911	0.636528159682217	NKILA
CLTCL1	0.323000069055824	3.32842217847579	1.54056448668528	0.214533802008744	0.636528159682217	CLTCL1
FAM89B	-0.550094723610398	1.93409897214573	1.54007264246464	0.214606992799781	0.636650339021785	FAM89B
EIF2AK2	0.314412858426576	6.83525556945135	1.5390107124677	0.214765118703276	0.636926507468808	EIF2AK2
FITM2	-0.3152486525168	4.44448837174355	1.53872953782392	0.214807010002955	0.636926507468808	FITM2
GIN1	-0.36881203339227	3.68223438124532	1.53843706736647	0.214850594540772	0.636926507468808	GIN1
CAD	0.266780732532928	4.9221352509659	1.53819511421409	0.214886658837314	0.636926507468808	CAD
DDIT4L	0.677735865456265	3.58699762292204	1.53811169759969	0.214899094159197	0.636926507468808	DDIT4L
AL139022.1	0.51096029592996	0.77545193525347	1.5378536262141	0.214937571540666	0.636926507468808	AL139022.1
MRPL13	-0.277230197881172	4.16475667122103	1.53771294823048	0.21495854949978	0.636926507468808	MRPL13
JAZF1	0.303177043339774	3.59190623666986	1.53751651647058	0.214987845559456	0.636926507468808	JAZF1
GZMH	0.723518062243683	1.53462918154819	1.53751335699554	0.214988316806019	0.636926507468808	GZMH
KDM2A	0.196279975146993	6.73817755951069	1.53660556595314	0.215123767868699	0.637192363057135	KDM2A
AC023632.6	0.387820304797021	2.4118064820286	1.5364825432616	0.215142131834708	0.637192363057135	AC023632.6
LINC00663	0.439541245487664	2.09000588840399	1.53601732686625	0.215211592942872	0.637303180531244	LINC00663
RUSC2	0.325151755684403	5.30544026374504	1.5346106140239	0.215421790544588	0.637830664039118	RUSC2
LINC02256	0.610084051126994	0.211913748993837	1.53376526297089	0.215548224351695	0.638110015764588	LINC02256
FANCC	0.451665504962732	4.88723749698321	1.53318352414678	0.215635282639633	0.638272734207028	FANCC
AC027514.1	-0.466262296215114	1.30062173285358	1.53285186294197	0.215684935079657	0.638324671317599	AC027514.1
GLRX3	-0.230883428309512	5.02636080940588	1.53263758760449	0.21571702111452	0.638324671317599	GLRX3
PGAM5	-0.257343246842793	4.62794505413825	1.53222909507959	0.215778205374832	0.638374614010333	PGAM5
SESN1	0.327032458506579	5.54077773556438	1.53203506767933	0.21580727415273	0.638374614010333	SESN1
MTURN	-0.366510847101284	7.1204357835989	1.53171376311453	0.215855421579239	0.638374614010333	MTURN
TBL2	-0.286669445809209	5.56136105342053	1.53149468460617	0.215888257782303	0.638374614010333	TBL2
APEX2	0.343659518322167	3.1166232722307	1.53143219002716	0.215897625764058	0.638374614010333	APEX2
DHPS	-0.275247440545011	4.98034739309306	1.53123965618815	0.21592648976506	0.638374614010333	DHPS
CCDC22	-0.327906981062176	4.03745033899671	1.53016938365922	0.216087025055193	0.638723088802278	CCDC22
NORAD	0.258098008772093	8.528047610121	1.53002567555363	0.216108591339025	0.638723088802278	NORAD
AP000787.3	0.578619029422983	0.592724073317446	1.52954096387156	0.216181350950061	0.63875217765466	AP000787.3
CD8A	0.744734641184375	2.97133432696438	1.52953218949374	0.216182668332337	0.63875217765466	CD8A
ALAS1	-0.33104696080993	5.82129179925001	1.52913030116604	0.216243017963492	0.638835582480382	ALAS1
CDK4	-0.238488700849436	4.50292826257427	1.52834357132325	0.216361215469536	0.639089834139036	CDK4
ESPL1	-0.50460875775965	1.36765537138162	1.52776103608626	0.216448784556207	0.639120384027971	ESPL1
SNRPB2	-0.269536196145903	4.88807390312864	1.52744779986006	0.216495888960188	0.639120384027971	SNRPB2
UBR5-AS1	-0.361904602336295	2.59216784470777	1.527415184839	0.216500794302558	0.639120384027971	UBR5-AS1
PMEPA1	0.446997851443272	4.47349798292223	1.52732356850205	0.216514574229152	0.639120384027971	PMEPA1
HLCS	-0.238020226522189	5.57221744165054	1.52720614103202	0.216532237911327	0.639120384027971	HLCS
ARID1B	-0.258634808367341	7.6039604507774	1.52689287398393	0.216579368583771	0.639164636057878	ARID1B
AC009237.14	-0.576244298597354	0.438651992793873	1.52632733986351	0.216664483493725	0.639320956635489	AC009237.14
GPRC5B	-0.239116888396866	5.66145340034148	1.52572695768139	0.216754886766211	0.639425283721721	GPRC5B
CEACAM5	0.810224011194108	0.891547759864068	1.525665506812	0.216764142339694	0.639425283721721	CEACAM5
ECH1	-0.342376424526521	3.82694684279573	1.52518345254934	0.216836764459954	0.639544649500159	ECH1
CDKL4	-0.611476866192025	0.324645923032811	1.52458630340662	0.216926765973287	0.639574916443598	CDKL4
SNX29	-0.294315760850271	5.72110048709515	1.52443307061507	0.216949868187857	0.639574916443598	SNX29
PRKAG2-AS1	0.557201764140713	0.402030687777795	1.52442978812334	0.21695036310635	0.639574916443598	PRKAG2-AS1
HK1	0.269151923271967	6.63404065537252	1.52426200945134	0.216975661768149	0.639574916443598	HK1
CYP2T1P	-0.436932574796087	1.66215964897763	1.52387742143887	0.217033665489973	0.639576384977203	CYP2T1P
GTF2F1	-0.302830350098801	5.51193967276837	1.52358946515278	0.217077107270564	0.639576384977203	GTF2F1
AC008147.4	-0.707744064153104	0.299813862510668	1.52355855609404	0.217081770901506	0.639576384977203	AC008147.4
ZSCAN22	0.335070237504322	2.40446087548826	1.52301698463235	0.217163503842682	0.639576384977203	ZSCAN22
CYP4V2	0.355058607043468	5.56487803080131	1.52295231117895	0.217173266688723	0.639576384977203	CYP4V2
NDUFAF1	-0.3194947400006	3.61551590361019	1.52286700214118	0.217186145400058	0.639576384977203	NDUFAF1
AC106047.2	0.569319227655328	0.38498033515192	1.52250686884595	0.217240523091385	0.639576384977203	AC106047.2
AC012313.8	0.772286876139731	-0.179377881195185	1.52234926535051	0.217264325256652	0.639576384977203	AC012313.8
CPTP	-0.366188638538842	4.88698738340773	1.52234089056914	0.21726559015014	0.639576384977203	CPTP
TIFAB	-0.844397658208834	0.723035322512876	1.5216573125572	0.217368864639071	0.639701390544743	TIFAB
LRPPRC	-0.252053460985309	7.42850306973833	1.52138545144837	0.217409953485711	0.639701390544743	LRPPRC
ZNF800	-0.258796081078557	5.31422934659562	1.52135354854996	0.217414775868322	0.639701390544743	ZNF800
VCPIP1	-0.239326942896741	6.4041291294693	1.52090000001799	0.217483347210034	0.639701390544743	VCPIP1
RAMP2	0.444201157025315	1.72507203665939	1.52067228950071	0.217517784151112	0.639701390544743	RAMP2
SRA1	-0.261685587671802	4.99820658474248	1.52054909417985	0.217536417840117	0.639701390544743	SRA1
FOXK2	0.276006838469731	4.93890822234537	1.52042724862149	0.217554849244782	0.639701390544743	FOXK2
FAM90A1	0.646709776859095	0.237380206724941	1.52035766173132	0.217565376390016	0.639701390544743	FAM90A1
CBLN1	0.629992395770536	0.647744080739778	1.51953860846037	0.217689328892015	0.639884733628456	CBLN1
EIF4EBP3	-0.629614323628474	0.140148607203832	1.51932993531809	0.217720922171066	0.639884733628456	EIF4EBP3
POMC	0.668881925855269	-0.101818085274972	1.51930792114052	0.217724255453729	0.639884733628456	POMC
RPL32P1	0.86458946874642	0.626082648068649	1.51876321251313	0.217806752038736	0.640018917893792	RPL32P1
PDIA6	0.281358989132035	7.50848859818543	1.51858154054814	0.217834274699471	0.640018917893792	PDIA6
TTTY15	-1.68429185734662	3.98791422609886	1.51707187708609	0.218063143856375	0.640292117170291	TTTY15
ACTB	0.331498813259468	9.29148616034967	1.51699524130679	0.218074769697884	0.640292117170291	ACTB
SNORA33	-0.501687870323614	0.651799761519014	1.51664834248152	0.21812740437342	0.640292117170291	SNORA33
AL731556.1	0.827887365049432	0.267563858100775	1.51628742917505	0.218182181536462	0.640292117170291	AL731556.1
RRM1	-0.265674191290416	5.57702191093538	1.51627125952249	0.218184636049078	0.640292117170291	RRM1
TUFM	-0.242663302166578	6.67190385254055	1.51617086319466	0.218199876696331	0.640292117170291	TUFM
AC093227.1	-0.399962082386352	1.4480334016045	1.51615371653466	0.218202479769039	0.640292117170291	AC093227.1
SLC25A35	0.47492056561055	0.859202130516105	1.51569241556095	0.218272524802767	0.640292117170291	SLC25A35
MARK4	0.366149000974961	3.8172453988932	1.51562341511766	0.218283004299251	0.640292117170291	MARK4
FLG-AS1	0.829667241942606	0.648826042257658	1.51557458774657	0.218290420357139	0.640292117170291	FLG-AS1
STAU2	-0.271241659650748	5.66280112128895	1.51512690018502	0.218358430592991	0.640292117170291	STAU2
PPARGC1B	0.400786673093803	3.62657614486145	1.51472925899405	0.218418859254375	0.640292117170291	PPARGC1B
AL162274.1	-0.555091379033107	0.631051966553491	1.514699154494	0.21842343498158	0.640292117170291	AL162274.1
AC025178.1	0.514383898327638	0.740519786172259	1.5143385110008	0.218478259805305	0.640292117170291	AC025178.1
NUB1	-0.261719938318005	6.21182663845506	1.51429995233921	0.218484122442979	0.640292117170291	NUB1
CACNA1C-AS1	0.671484482166498	-0.0756324708166432	1.51413150082647	0.218509736792903	0.640292117170291	CACNA1C-AS1
SLC39A11	-0.343663456367818	5.63406368038864	1.51405624639984	0.218521180965757	0.640292117170291	SLC39A11
MED28P3	-0.559237758767836	0.516304659778635	1.51390946636239	0.218543504316428	0.640292117170291	MED28P3
ANP32A	-0.2562755008434	5.60892214338263	1.51374072185266	0.21856917154188	0.640292117170291	ANP32A
CA1	-0.749055171577962	2.91025826216834	1.51372766548954	0.218571157656331	0.640292117170291	CA1
STN1	-0.273949592226611	4.31850635358242	1.51317109770617	0.218655841941721	0.64029940063714	STN1
IQCG	0.268501581015562	3.57025113716248	1.5128994004411	0.21869719611861	0.64029940063714	IQCG
FAM78A	0.408062257242108	3.25669531573503	1.51283776352457	0.21870657897631	0.64029940063714	FAM78A
CYFIP1	0.210177744568096	7.08177329424005	1.51275363428099	0.218719386568699	0.64029940063714	CYFIP1
CENPC	-0.221457245671689	6.446016269452	1.51251242955902	0.218756111838321	0.64029940063714	CENPC
AIF1	0.446862001031895	3.51215779588199	1.51244213877869	0.218766815533456	0.64029940063714	AIF1
PPP1R15A	0.549269121050815	6.45107135133596	1.51141968333575	0.218922583042621	0.640661025831613	PPP1R15A
EEF1B2P7	0.60579366655032	0.231160460333191	1.5111988522554	0.218956243262858	0.640665259086615	EEF1B2P7
PALD1	0.397403457978239	4.32007769669038	1.51095052711898	0.218994101647923	0.640681773105898	PALD1
PPARG	0.617812343771107	4.663441651997	1.51042254361934	0.219074621288651	0.640823072244254	PPARG
KDR	0.405445125475853	5.46101069288712	1.50981851852007	0.219166780923285	0.640998373382691	KDR
HCCS	0.309483025893249	3.27423591083271	1.50939576788996	0.219231309982758	0.64109282354611	HCCS
AC003989.2	-0.627278358702084	0.183632146166247	1.5090647652389	0.219281850373863	0.641146222984312	AC003989.2
OR10AD1	-0.611606461033496	0.494714210855999	1.50885395221125	0.219314046407999	0.641146222984312	OR10AD1
RFC1	-0.244130741117747	6.65697521045692	1.50856403054035	0.219358333382486	0.641181442432522	RFC1
KAT14	-0.266629649375993	4.23871888350977	1.50758872366975	0.219507394740032	0.641436954553317	KAT14
C13orf46	0.712658977723669	0.484072275710081	1.50715389564049	0.219573890806656	0.641436954553317	C13orf46
ZNF154	0.433487957291572	4.57954323811985	1.50704766350641	0.219590140009071	0.641436954553317	ZNF154
CUTALP	-0.483730286735082	3.25480221244161	1.5069941553445	0.219598325128619	0.641436954553317	CUTALP
RTCA	-0.243127384816832	4.89565758074405	1.50693737993368	0.219607010436119	0.641436954553317	RTCA
ADGRG3	-0.796802151659998	0.402931829966897	1.50605045282673	0.21974274277058	0.641534743916797	ADGRG3
TCTEX1D2	0.66002868670204	-0.061282660323414	1.50604918689872	0.219742936575521	0.641534743916797	TCTEX1D2
AC120114.4	0.395633016202096	2.08023251924171	1.50603179930379	0.219745598518312	0.641534743916797	AC120114.4
MSI2	0.248734706273122	6.50145777751893	1.50570687627638	0.219795349487032	0.641534743916797	MSI2
ZSCAN30	0.269584840458148	4.75103444840421	1.50566490332963	0.219801777204799	0.641534743916797	ZSCAN30
TMEM178B	0.412980194947856	4.11984884049311	1.50484795215019	0.219926929452995	0.641729694685286	TMEM178B
DNAH14	0.309913241849519	4.5825672358194	1.50470224242823	0.219949260291837	0.641729694685286	DNAH14
DEPP1	-0.517163242661203	5.75676654929279	1.5045971203951	0.21996537251959	0.641729694685286	DEPP1
EIF1AX	0.30789329196257	5.15281151653397	1.50370663113471	0.220101915849669	0.642033866591114	EIF1AX
SCRN2	-0.353367134202072	5.51626755504856	1.50263499241633	0.220266370030808	0.642406999927651	SCRN2
ATP6AP2	0.312956324249841	6.04768404617742	1.50245220181289	0.220294435815898	0.642406999927651	ATP6AP2
CEP162	-0.274274934674613	4.59686090048322	1.50195260835758	0.220371165511682	0.642464545256974	CEP162
RPL4P4	-0.619964058959794	1.01318656244354	1.50190305712908	0.220378777541386	0.642464545256974	RPL4P4
C1D	-0.341949499191818	2.71906073701402	1.50147682081855	0.220444268681385	0.6425153518113	C1D
AL080317.1	-0.50602242425987	1.20490620941541	1.50136913270544	0.2204608186223	0.6425153518113	AL080317.1
MIR29B2CHG	-0.288230683081844	7.91582259552816	1.50099457306932	0.220518394012796	0.642515588169968	MIR29B2CHG
ZNF284	0.437808329863724	1.79950774109848	1.50094826749996	0.220525513115859	0.642515588169968	ZNF284
GMPR	0.518214548967828	1.92753633164322	1.50034218358059	0.220618718896363	0.642692995665865	GMPR
RNF138P1	0.656066353207038	1.00334258875891	1.49963873861837	0.220726956248427	0.642914133841346	RNF138P1
DLGAP1-AS5	-0.766972545300705	5.13797437295914	1.49869290526891	0.220872589365573	0.643110258509793	DLGAP1-AS5
CCM2	-0.322260922062567	4.91535151895617	1.49861090495496	0.220885220637062	0.643110258509793	CCM2
AC006435.2	0.404800504409652	1.85124517212073	1.49857144016037	0.220891300074437	0.643110258509793	AC006435.2
LINC02344	-0.61186348028588	0.787564862037174	1.4982502995516	0.220940778292489	0.643160157886565	LINC02344
F3	0.489487597092094	6.07692878299378	1.49741797887019	0.221069075838682	0.643439452697161	F3
TEN1-CDK3	0.575373527237583	0.652983111352488	1.49679032541234	0.221165883996216	0.643556343977779	TEN1-CDK3
AC004556.1	1.70798807656827	-0.305586232093988	1.49673801401992	0.22117395470073	0.643556343977779	AC004556.1
NAPSA	-0.546747050775718	1.00651322129411	1.49628619038554	0.221243677597621	0.643619212373191	NAPSA
AC008267.5	-0.542203828476393	0.951439645136682	1.49617859268325	0.221260285347723	0.643619212373191	AC008267.5
CDKN1C	0.369774113928827	4.43189448893539	1.49568639630774	0.221336275072105	0.643740980291124	CDKN1C
FAM19A5	0.501077753902083	3.18783105455107	1.49490937823893	0.221456301677476	0.643740980291124	FAM19A5
CTPS2	0.221505810396606	4.70896524586003	1.49488661538055	0.221459819047894	0.643740980291124	CTPS2
DRD2	0.708441634645136	1.05665217230429	1.49473941184192	0.221482566898092	0.643740980291124	DRD2
PGR	-0.369428383686914	4.94643268901852	1.49462728801231	0.221499895639658	0.643740980291124	PGR
SPAAR	-0.676206266089359	0.187955524852098	1.49456697429761	0.221509217796977	0.643740980291124	SPAAR
